種類,,icon,名前,継承元,URL,使いそう度,使いそう度,❓よく知らない,一言で,概要、こういうときに使う,翻訳から編集したかどうか,en,概要ja,2D　のゲームで使うかも,3D　のゲームで使うかも,VR,UI,Data,Image,Audio,Physic,Anim,Shader,Editor,Base
OtherObject,,Object,EditorScenePostImportPlugin,RefCounted                < Object,📑,⭐,1,,,シーンをインポートするプロセスを制御および変更するプラグイン。,,Plugin to control and modifying the process of importing a scene.,シーンをインポートするプロセスを制御および変更するプラグイン。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
OtherObject,,Object,EditorScript,RefCounted                < Object,📑,⭐,1,,,エディターに拡張機能を追加するために使用できるベーススクリプト。,,Base script that can be used to add extension functions to the editor.,エディターに拡張機能を追加するために使用できるベーススクリプト。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Node,,Object,EditorScriptPicker,EditorResourcePicker                < HBoxContainer < BoxContainer < Container < Control < CanvasItem,📑,⭐,1,,,[node]の[code]スクリプト[/code]プロパティを選択するためのgodotエディターのコントロール。,,Godot editor's control for selecting the [code]script[/code] property of a [Node].,[node]の[code]スクリプト[/code]プロパティを選択するためのgodotエディターのコントロール。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
OtherObject,,Object,EditorSelection,Object,📑,⭐,1,,,編集者のシーンツリー選択を管理します。,,Manages the SceneTree selection in the editor.,編集者のシーンツリー選択を管理します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Resource,,Object,EditorSettings,Resource                < RefCounted < Object,📑,⭐,1,,,プロジェクトに依存しないエディター設定を保持するオブジェクト。,,Object that holds the project-independent editor settings.,プロジェクトに依存しないエディター設定を保持するオブジェクト。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Node,,Object,EditorSpinSlider,Range                < Control < CanvasItem < Node < Object,📑,⭐,1,,,数値を編集するためのGodot編集者の制御。,,Godot editor's control for editing numeric values.,数値値を編集するためのGodot編集者の制御。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Resource,,Object,EditorSyntaxHighlighter,SyntaxHighlighter                < Resource < RefCounted < Object,📑,⭐,1,,,[Scripteditor]のベース構文ハイライターリソース。,,Base Syntax highlighter resource for the [ScriptEditor].,[Scripteditor]のベース構文ハイライターリソース。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
OtherObject,,Object,EditorTranslationParserPlugin,RefCounted                < Object,📑,⭐,1,,,カスタムファイル（.csv、.jsonなど）から翻訳する文字列を抽出するカスタムパーサーを追加するためのプラグイン。,,Plugin for adding custom parsers to extract strings that are to be translated from custom files (.csv、 .json etc.).,カスタムファイル（.csv、.jsonなど）から翻訳する文字列を抽出するカスタムパーサーを追加するためのプラグイン。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
OtherObject,,Object,EditorUndoRedoManager,Object,📑,⭐,1,,,編集者にオープンしたシーンの履歴を元に戻すことを管理します。,,Manages undo history of scenes opened in the editor.,編集者にオープンしたシーンの履歴を元に戻すことを管理します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
OtherObject,,Object,EditorVCSInterface,Object,📑,⭐,1,,,バージョン制御システム（VCS）インターフェイスは、使用中のローカルVCを読み取り、書き込みます。,,Version Control System (VCS) interface、 which reads and writes to the local VCS in use.,バージョン制御システム（VCS）インターフェイス、使用中のローカルVCを読み取り、書き込みます。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
OtherObject,,Object,EncodedObjectAsID,RefCounted                < Object,📑,⭐,1,,,[オブジェクト]のインスタンスIDへの参照を保持します。,,Holds a reference to an [Object]'s instance ID.,[オブジェクト]のインスタンスIDへの参照を保持します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,ENetConnection,なし,📑,⭐⭐,2,❓,,Enethostのラッパークラス。,,A wrapper class for an ENetHost.,Enethostのラッパークラス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,ENetMultiplayerPeer,なし,📑,⭐⭐,2,❓,,ENETライブラリを使用したマルチプレイヤーピアの実装。,,A MultiplayerPeer implementation using the ENet library.,ENETライブラリを使用したマルチプレイヤーピアの実装。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,ENetPacketPeer,なし,📑,⭐⭐,2,❓,,enetpeerのラッパークラス。,,A wrapper class for an ENetPeer.,enetpeerのラッパークラス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,Engine,Object,📑,⭐⭐,2,,,エンジンプロパティへのアクセス。,,Access to engine properties.,エンジンプロパティへのアクセス。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,EngineDebugger,Object,📑,⭐,1,,,内部デバッガーを公開します。,,Exposes the internal debugger.,内部デバッガーを公開します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
OtherObject,,Object,EngineProfiler,RefCounted                < Object,📑,⭐,1,,,カスタムプロファイラーを作成するためのベースクラス。,,Base class for creating custom profilers.,カスタムプロファイラーを作成するためのベースクラス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Resource,,Environment,Environment,Resource                < RefCounted < Object,📑,⭐⭐⭐⭐⭐,5,,,複数のレンダリングオプションを定義する環境ノード（[worldenvironment]など）のリソース。,,Resource for environment nodes (like [WorldEnvironment]) that define multiple rendering options.,複数のレンダリングオプションを定義する環境ノード（[worldenvironment]など）のリソース。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,Expression,RefCounted                < Object,📑,⭐⭐⭐,3,,,実行できる表現を保存するクラス。,,A class that stores an expression you can execute.,実行できる表現を保存するクラス。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,FastNoiseLite,なし,📑,⭐⭐,2,❓,,FastNoiseliteライブラリを使用してノイズを生成します。,,Generates noise using the FastNoiseLite library.,FastNoiseliteライブラリを使用してノイズを生成します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,FileAccess,RefCounted                < Object,📑,⭐⭐⭐⭐⭐,5,,,ファイルの読み取りおよび書き込み操作を処理するタイプ。,,Type to handle file reading and writing operations.,ファイルの読み取りおよび書き込み操作を処理するタイプ。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node,,FileDialog,FileDialog,ConfirmationDialog                < AcceptDialog < Window < Viewport < Node < Object,📑,⭐⭐,2,,ファイルダイアログ,ファイルシステムでファイルまたはディレクトリを選択するためのダイアログ。,,Dialog for selecting files or directories in the filesystem.,ファイルシステムでファイルまたはディレクトリを選択するためのダイアログ。,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node,,Object,FileSystemDock,VBoxContainer                < BoxContainer < Container < Control < CanvasItem < Node,📑,⭐,1,,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Type,,float,float,なし,📑,⭐⭐⭐⭐⭐,5,,,フロートビルトインタイプ。,,Float built-in type.,フロートビルトインタイプ。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Control,,FlowContainer,FlowContainer,Container                < Control < CanvasItem < Node < Object,📑,,0,,折り返しコンテナのベース,フローコンテナ用のベースクラス。,,Base class for flow containers.,フローコンテナ用のベースクラス。,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Resource,,FogMaterial,FogMaterial,Material                < Resource < RefCounted < Object,📑,⭐⭐⭐,3,,,[材料]は[Fogvolume]で使用され、体積霧効果のあるものを描きます。,,[Material] used with a [FogVolume] to draw things with the volumetric fog effect.,[材料]は[Fogvolume]で使用され、体積霧効果のあるものを描きます。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node3D,,FogVolume,FogVolume,VisualInstance3D                < Node3D < Node < Object,📑,⭐⭐,2,❓,フォグ,体積霧効果のある局所霧を追加するために使用されるノード。,,A node used to add local fog with the volumetric fog effect.,体積霧効果のある局所霧を追加するために使用されるノード。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Font,Font,Resource                < RefCounted < Object,📑,⭐⭐⭐⭐⭐,5,,,フォントとフォントのバリエーションのベースクラス。,,Base class for fonts and font variations.,フォントとフォントのバリエーションのベースクラス。,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Resource,,FontFile,FontFile,Font                < Resource < RefCounted < Object,📑,⭐⭐⭐⭐⭐,5,,,ダイナミックまたはビットマップフォントからインポートされたフォントソースデータとプレレンダリンググリフキャッシュ。,,Font source data and prerendered glyph cache、 imported from dynamic or bitmap font.,フォントソースデータとプレレンダリングGLYPHキャッシュは、動的またはビットマップフォントからインポートされました。,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,FontVariation,FontVariation,Font                < Resource < RefCounted < Object,📑,⭐⭐⭐⭐⭐,5,,,[フォント]のバリエーション。,,Variation of the [Font].,[フォント]のバリエーション。,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GDExtension,Resource                < RefCounted < Object,📑,⭐,1,❓,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,GDExtensionManager,Object,📑,⭐,1,❓,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GDScript,なし,📑,⭐⭐⭐⭐⭐,5,,,GDScriptプログラミング言語に実装されたスクリプト。,,A script implemented in the GDScript programming language.-,GDScriptプログラミング言語に実装されたスクリプト。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node3D,,Generic6DOFJoint3D,Generic6DOFJoint3D,Joint3D                < Node3D < Node < Object,📑,⭐,1,❓,,一般的な6度フリードームジョイントは、特定の軸の回転または翻訳をロックすることにより、さまざまなジョイントタイプを実装できます。,,The generic 6-degrees-of-freedom joint can implement a variety of joint types by locking certain axes' rotation or translation.,一般的な6度フリードームジョイントは、特定の軸の回転または翻訳をロックすることにより、さまざまなジョイントタイプを実装できます。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,Geometry2D,Object,📑,⭐⭐⭐,3,,,ヘルパーノード2Dスペースでの一般的なジオメトリ操作を計算します。,,Helper node to calculate generic geometry operations in 2D space.,ヘルパーノード2Dスペースでの一般的なジオメトリ操作を計算します。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,Geometry3D,Object,📑,⭐⭐⭐,3,,,ヘルパーノード3Dスペースでの一般的なジオメトリ操作を計算します。,,Helper node to calculate generic geometry operations in 3D space.,ヘルパーノード3Dスペースでの一般的なジオメトリ操作を計算します。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Node3D,,GeometryInstance3D,GeometryInstance3D,VisualInstance3D                < Node3D < Node < Object,📑,⭐,1,,,ジオメトリベースの視覚インスタンスのベースノード。,,Base node for geometry-based visual instances.,ジオメトリベースの視覚インスタンスのベースノード。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Resource,,Object,GLTFAccessor,なし,📑,⭐,1,,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GLTFAnimation,なし,📑,⭐,1,,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Resource,,Object,GLTFBufferView,なし,📑,⭐,1,,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GLTFCamera,なし,📑,⭐,1,,,GLTFカメラを表します。,,Represents a GLTF camera.,GLTFカメラを表します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GLTFDocument,なし,📑,⭐,1,,,ファイル、バッファー、またはシーンからGLTF2 3D形式を追加してから、ファイルシステム、バッファー、またはシーンに書き込みます。,,Append a glTF2 3d format from a file、 buffer or scene and then write to the filesystem、 buffer or scene.,ファイル、バッファまたはシーンからGLTF2 3D形式を追加してから、ファイルシステムのバッファまたはシーンに書き込みます。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GLTFDocumentExtension,なし,📑,⭐,1,,,gltfdocument拡張機能クラス。,,GLTFDocument extension class.,gltfdocument拡張機能クラス。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GLTFDocumentExtensionConvertImporterMesh,なし,📑,⭐,1,,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GLTFLight,なし,📑,⭐,1,,,GLTFライトを表します。,,Represents a GLTF light.,GLTFライトを表します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GLTFMesh,なし,📑,⭐,1,,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GLTFNode,なし,📑,⭐,1,,,GLTFノードクラス。,,GLTF node class.,GLTFノードクラス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GLTFSkeleton,なし,📑,⭐,1,,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GLTFSkin,なし,📑,⭐,1,,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GLTFSpecGloss,なし,📑,⭐,1,,,鏡面材料/光沢のある材料のアーカイブGLTF拡張。,,Archived GLTF extension for specular/glossy materials.,鏡面材料/光沢のある材料のアーカイブGLTF拡張。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,GLTFState,なし,📑,⭐,1,,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
